住所コード,市区町村名,大字名,字丁目名,街区,地番・戸番,建物名,階数,buildingCode,総部屋数,目標物数,個人の家屋数,事業所数,空き部屋数,その他数,目標物比率,個人の家屋比率,事業所比率,空き部屋比率,その他比率,面積,延床面積,目標物総面積,目標物平均面積,個人の家屋総面積,個人の家屋平均面積,空き部屋総面積,空き部屋平均面積,事業所総面積,事業所平均面積,その他総面積,その他平均面積,飲食件数,物販（食品）件数,物販（衣料）件数,物販（日用雑貨）件数,サービス（レンタル）件数,サービス（冠婚葬祭）件数,サービス（生活関連）件数,サービス（自動車）件数,サービス（その他）件数,量販店件数,金融・保険件数,不動産件数,インフラ件数,専門職件数,スポーツ施設件数,娯楽件数,ホテル・旅館件数,医療・福祉件数,公共件数,教育件数,宅配・引越・郵便件数,運輸件数,建設・設備件数,自動車関連件数,協同組合件数,宗教関連件数,一般業件数,lang,lat,部屋数推定フラグ
13101,千代田区,飯田橋,１丁目,1,1,ホテルグランドパレス,23,2017,39,0,0,14,0,25,0,0,35.9,0,64.1,3353.77,80490.48,0,0,0,0,0,0,9222.87,658.78,71267.61,2850.7,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,139.7501042,35.6973564,0
13101,千代田区,飯田橋,１丁目,3,8,ＫＤビル,4,3001,4,0,0,3,0,1,0,0,75,0,25,39.02,156.08,0,0,0,0,0,0,117.06,39.02,39.02,39.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7499931,35.6979794,0
13101,千代田区,飯田橋,１丁目,3,4,河合ビル,5,3003,9,0,2,4,0,3,0,22.22,44.44,0,33.33,75.57,377.85,0,0,90.68,45.34,0,0,60.46,15.11,226.71,75.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7496489,35.6979686,0
13101,千代田区,飯田橋,１丁目,3,7,山崎ビル,5,3001,7,0,1,6,0,0,0,14.29,85.71,0,0,59.31,296.55,0,0,29.66,29.66,0,0,266.9,44.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,139.7498106,35.6981622,0
13101,千代田区,飯田橋,１丁目,3,8,春場製作所,4,1008,2,0,1,1,0,0,0,50,50,0,0,41.61,166.44,0,0,124.83,124.83,0,0,41.61,41.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7499639,35.6980086,0
13101,千代田区,飯田橋,１丁目,3,7,ＪＣ九段下ビル,9,3004,13,0,0,13,0,0,0,0,100,0,0,159.45,1435.05,0,0,0,0,0,0,1435.05,110.39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7498792,35.6980906,0
13101,千代田区,飯田橋,１丁目,3,2,曙杉館,11,3003,15,1,2,11,0,1,6.67,13.33,73.33,0,6.67,396.24,4358.64,132.08,132.08,792.48,396.24,0,0,3037.84,276.17,396.24,396.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7497653,35.6979908,0
13101,千代田区,飯田橋,１丁目,4,7,福岡第３ビル,7,3004,8,0,0,8,0,0,0,0,100,0,0,54.85,383.95,0,0,0,0,0,0,383.95,47.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7496522,35.6983247,0
13101,千代田区,飯田橋,１丁目,4,7,アパホテル東京九段下,11,2017,2,0,0,2,0,0,0,0,100,0,0,174.21,1916.31,0,0,0,0,0,0,1916.31,958.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.7495519,35.6982194,0
13101,千代田区,飯田橋,１丁目,4,1,九段ウイズビル,9,3003,12,0,1,11,0,0,0,8.33,91.67,0,0,164.8,1483.2,0,0,164.8,164.8,0,0,1318.4,119.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7497017,35.6981608,0
13101,千代田区,飯田橋,１丁目,4,3,アイルズ・ＢＭビル,10,3003,23,0,2,21,0,0,0,8.7,91.3,0,0,238.37,2383.7,0,0,238.37,119.19,0,0,2145.33,102.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139.7496253,35.6981906,0
13101,千代田区,飯田橋,１丁目,4,3,ＭＡＴＩＬＤＡ,4,1006,4,0,3,1,0,0,0,75,25,0,0,34.35,137.4,0,0,103.05,34.35,0,0,34.35,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7495542,35.698075,0
13101,千代田区,飯田橋,１丁目,5,9,精文館ビル,10,3004,20,1,0,19,0,0,5,0,95,0,0,255.52,2555.2,127.76,127.76,0,0,0,0,2427.44,127.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,139.7493392,35.6985833,0
13101,千代田区,飯田橋,１丁目,5,10,教販九段ビル,8,3004,12,0,0,12,0,0,0,0,100,0,0,848.75,6790,0,0,0,0,0,0,6790,565.83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139.7494136,35.6984086,0
13101,千代田区,飯田橋,１丁目,5,8,アクサンビル,10,3004,10,0,0,10,0,0,0,0,100,0,0,167.67,1676.7,0,0,0,0,0,0,1676.7,167.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,139.7492733,35.6986614,0
13101,千代田区,飯田橋,１丁目,5,5,ＩＷＯビル,7,3003,12,0,3,9,0,0,0,25,75,0,0,153,1071,0,0,382.5,127.5,0,0,688.5,76.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7491903,35.6985017,0
13101,千代田区,飯田橋,１丁目,5,7,東専堂ビル,7,3003,11,0,1,9,0,1,0,9.09,81.82,0,9.09,90.69,725.52,0,0,45.35,45.35,0,0,589.49,65.5,90.69,90.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7492269,35.6987031,0
13101,千代田区,飯田橋,１丁目,5,6,協和ビル,8,3003,13,0,1,12,0,0,0,7.69,92.31,0,0,152.05,1216.4,0,0,76.03,76.03,0,0,1140.38,95.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139.7491078,35.6985906,0
13101,千代田区,飯田橋,１丁目,6,5,,3,1001,1,0,1,0,0,0,0,100,0,0,0,32.76,98.28,0,0,98.28,98.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7487372,35.6989114,0
13101,千代田区,飯田橋,１丁目,6,,,3,1001,1,0,1,0,0,0,0,100,0,0,0,22.43,67.29,0,0,67.29,67.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7490547,35.6987264,0
13101,千代田区,飯田橋,１丁目,6,1,松柏ビル,4,3003,8,0,0,4,4,0,0,0,50,50,0,80.05,320.2,0,0,0,0,160.1,40.03,160.1,40.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7490669,35.6987864,0
13101,千代田区,飯田橋,１丁目,6,7,九段ＮＩビル,5,3001,7,0,0,7,0,0,0,0,100,0,0,146.58,879.48,0,0,0,0,0,0,879.48,125.64,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.74885,35.6988761,0
13101,千代田区,飯田橋,１丁目,6,2,,3,1001,3,0,3,0,0,0,0,100,0,0,0,24.57,73.71,0,0,73.71,24.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7490219,35.6987081,1
13101,千代田区,飯田橋,１丁目,6,6,平本ビル,4,3003,4,0,1,0,0,3,0,25,0,0,75,18.43,73.72,0,0,18.43,18.43,0,0,0,0,55.29,18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7486858,35.6989406,0
13101,千代田区,飯田橋,１丁目,6,4,幸洋アネックス,4,3004,4,0,0,2,0,2,0,0,50,0,50,37.94,151.76,0,0,0,0,0,0,75.88,37.94,75.88,37.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7488492,35.6988214,0
13101,千代田区,飯田橋,１丁目,6,3,幸洋ビル,5,3003,7,0,1,5,0,1,0,14.29,71.43,0,14.29,123.7,618.5,0,0,123.7,123.7,0,0,371.1,74.22,123.7,123.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7489336,35.6987625,0
13101,千代田区,飯田橋,１丁目,6,3,オギソビル,4,3004,4,0,0,4,0,0,0,0,100,0,0,62.27,249.08,0,0,0,0,0,0,249.08,62.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,139.7489703,35.6986817,0
13101,千代田区,飯田橋,１丁目,6,8,三友ビル,4,3003,12,0,1,8,3,0,0,8.33,66.67,25,0,117.4,469.6,0,0,39.13,39.13,117.4,39.13,313.07,39.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7489964,35.6988311,0
13101,千代田区,飯田橋,１丁目,6,9,（有）遠藤印刷,5,2027,1,0,0,1,0,0,0,0,100,0,0,36.85,184.25,0,0,0,0,0,0,184.25,184.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7491192,35.6988028,0
13101,千代田区,飯田橋,１丁目,6,9,トクミヤ洋服店,0,2027,1,0,0,1,0,0,0,0,100,0,0,49.79,99.58,0,0,0,0,0,0,99.58,99.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7491911,35.6987964,0
13101,千代田区,飯田橋,１丁目,7,4,九段ＭＳＣビル,6,3001,14,0,2,8,4,0,0,14.29,57.14,28.57,0,92.23,553.38,0,0,53.8,26.9,138.35,34.59,361.23,45.15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7485022,35.6991456,0
13101,千代田区,飯田橋,１丁目,7,10,山京別館,10,3004,13,0,0,13,0,0,0,0,100,0,0,148.15,1629.65,0,0,0,0,0,0,1629.65,125.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7489017,35.6990642,0
13101,千代田区,飯田橋,１丁目,7,6,,3,1001,1,0,1,0,0,0,0,100,0,0,0,43.99,131.97,0,0,131.97,131.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7484972,35.6992406,0
13101,千代田区,飯田橋,１丁目,7,5,ＫＳビル,6,3001,9,0,1,7,0,1,0,11.11,77.78,0,11.11,87.63,525.78,0,0,87.63,87.63,0,0,394.34,56.33,43.82,43.82,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7484364,35.6992053,0
13101,千代田区,飯田橋,１丁目,7,10,山京ビル本館,10,3003,53,0,0,51,2,0,0,0,96.23,3.77,0,197.07,2167.77,0,0,0,0,137.95,68.97,2029.82,39.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,4,139.7488028,35.6991756,0
13101,千代田区,飯田橋,１丁目,7,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,46.51,93.02,0,0,93.02,93.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7485817,35.6992478,0
13101,千代田区,飯田橋,１丁目,7,8,サンハイツ九段,10,3003,24,0,5,14,5,0,0,20.83,58.33,20.83,0,80.37,803.7,0,0,221.02,44.2,167.44,33.49,415.25,29.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7486281,35.6993489,0
13101,千代田区,飯田橋,１丁目,7,8,梶山ビル,8,3003,11,0,1,6,1,3,0,9.09,54.55,9.09,27.27,98.49,787.92,0,0,98.49,98.49,49.25,49.25,344.72,57.45,295.47,98.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7486733,35.6993006,0
13101,千代田区,飯田橋,１丁目,7,9,山京第２別館,10,3003,12,0,0,11,1,0,0,0,91.67,8.33,0,91.27,912.7,0,0,0,0,91.27,91.27,821.43,74.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7487158,35.6992497,0
13101,千代田区,飯田橋,１丁目,7,4,モリカワビル,6,3004,6,0,0,5,0,1,0,0,83.33,0,16.67,58.81,352.86,0,0,0,0,0,0,294.05,58.81,58.81,58.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.74859,35.6991144,0
13101,千代田区,飯田橋,１丁目,7,3,増田金属ビル,6,3001,9,0,1,6,0,2,0,11.11,66.67,0,22.22,111.04,777.28,0,0,111.04,111.04,0,0,444.16,74.03,222.08,111.04,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,139.7486747,35.6990969,0
13101,千代田区,飯田橋,１丁目,7,11,ダンリーガルビル,4,3001,4,0,0,3,0,1,0,0,75,0,25,40.06,160.24,0,0,0,0,0,0,120.18,40.06,40.06,40.06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7489619,35.6990178,0
13101,千代田区,飯田橋,１丁目,7,3,あざみビル,6,3003,8,0,1,3,0,4,0,12.5,37.5,0,50,56.9,341.4,0,0,28.45,28.45,0,0,85.35,28.45,227.6,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7487686,35.6990558,0
13101,千代田区,飯田橋,１丁目,7,11,山田ビル,5,3003,2,0,1,1,0,0,0,50,50,0,0,34.96,174.8,0,0,139.84,139.84,0,0,34.96,34.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7489853,35.6989989,0
13101,千代田区,飯田橋,１丁目,8,2,,3,1001,1,0,1,0,0,0,0,100,0,0,0,19.69,59.07,0,0,59.07,59.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7483772,35.6993153,0
13101,千代田区,飯田橋,１丁目,8,8,大野ビル,6,3003,6,0,1,3,0,2,0,16.67,50,0,33.33,69.03,414.18,0,0,69.03,69.03,0,0,207.09,69.03,138.06,69.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7483694,35.6995997,0
13101,千代田区,飯田橋,１丁目,8,2,,0,1001,1,0,1,0,0,0,0,100,0,0,0,18.68,37.36,0,0,37.36,37.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7484053,35.6993328,0
13101,千代田区,飯田橋,１丁目,8,6,シブサワビルディング,5,3003,6,0,1,4,0,1,0,16.67,66.67,0,16.67,115.42,577.1,0,0,115.42,115.42,0,0,346.26,86.57,115.42,115.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7481261,35.6995422,0
13101,千代田区,飯田橋,１丁目,8,3,ダイアパレス飯田橋２,7,3003,34,0,11,10,12,1,0,32.35,29.41,35.29,2.94,195.37,1367.59,0,0,404.7,36.79,569.83,47.49,360.5,36.05,32.56,32.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7482706,35.6993986,0
13101,千代田区,飯田橋,１丁目,8,10,キャッスルウェルビル,10,3004,17,0,0,17,0,0,0,0,100,0,0,82.34,905.74,0,0,0,0,0,0,905.74,53.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7485422,35.699415,0
13101,千代田区,飯田橋,１丁目,8,4,,0,1001,1,0,1,0,0,0,0,100,0,0,0,65.16,130.32,0,0,130.32,130.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7481603,35.6994822,0
13101,千代田区,飯田橋,１丁目,8,2,,4,1001,1,0,1,0,0,0,0,100,0,0,0,38.84,155.36,0,0,155.36,155.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7483336,35.6992883,0
13101,千代田区,飯田橋,１丁目,8,9,ニューシティハイツ飯田橋,10,1002,47,0,0,3,43,1,0,0,6.38,91.49,2.13,282.75,3110.25,0,0,0,0,2544.75,59.18,282.75,94.25,282.75,282.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,139.74839,35.6995086,0
13101,千代田区,飯田橋,１丁目,8,8,Ａ．Ｓ．Ｋビル,9,3003,19,0,1,15,3,0,0,5.26,78.95,15.79,0,115.09,1035.81,0,0,57.55,57.55,172.64,57.55,805.63,53.71,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,139.7483314,35.6996706,0
13101,千代田区,飯田橋,１丁目,8,7,,4,1001,3,0,3,0,0,0,0,100,0,0,0,26.75,107,0,0,107,35.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7482636,35.6996072,0
13101,千代田区,飯田橋,１丁目,8,7,有田ビル,3,3004,1,0,0,1,0,0,0,0,100,0,0,17.81,53.43,0,0,0,0,0,0,53.43,53.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7482342,35.6996389,0
13101,千代田区,飯田橋,１丁目,8,10,クリエイトビル,9,3004,15,0,0,15,0,0,0,0,100,0,0,98.45,886.05,0,0,0,0,0,0,886.05,59.07,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,139.7485117,35.6994917,0
13101,千代田区,飯田橋,１丁目,9,7,池谷ビル,10,3001,12,0,2,9,1,0,0,16.67,75,8.33,0,74.05,740.5,0,0,148.1,74.05,74.05,74.05,518.35,57.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,139.7481267,35.6998739,0
13101,千代田区,飯田橋,１丁目,9,6,朝日飯田橋マンション,11,1002,64,0,0,6,57,1,0,0,9.38,89.06,1.56,314.19,3770.28,0,0,0,0,3141.9,55.12,576.02,96,52.37,52.37,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,139.7481494,35.6997672,0
13101,千代田区,飯田橋,１丁目,9,5,天野ビル,4,3001,7,0,1,3,3,0,0,14.29,42.86,42.86,0,58.15,232.6,0,0,29.08,29.08,87.23,29.08,116.3,38.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480153,35.6997514,0
13101,千代田区,飯田橋,１丁目,9,3,學陽書房,5,2027,1,0,0,1,0,0,0,0,100,0,0,122.33,611.65,0,0,0,0,0,0,611.65,611.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479492,35.6996647,0
13101,千代田区,飯田橋,１丁目,9,5,ＳＫＢビル,5,3001,7,0,1,5,0,1,0,14.29,71.43,0,14.29,66.91,401.46,0,0,33.46,33.46,0,0,301.1,60.22,66.91,66.91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479778,35.6997253,0
13101,千代田区,飯田橋,１丁目,10,4,（有）清水薬局,3,3002,2,0,0,2,0,0,0,0,100,0,0,92.97,278.91,0,0,0,0,0,0,278.91,139.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7476692,35.6993886,0
13101,千代田区,飯田橋,１丁目,10,8,ＣＡＳＡＭＩＡ飯田橋,6,1002,20,0,1,0,19,0,0,5,0,95,0,149.65,897.9,0,0,149.65,149.65,748.25,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7478006,35.6995669,0
13101,千代田区,飯田橋,１丁目,10,3,（株）トライグループ,5,3002,2,0,0,2,0,0,0,0,100,0,0,260.94,1304.7,0,0,0,0,0,0,1304.7,652.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,139.7478092,35.699395,0
13101,千代田区,飯田橋,１丁目,10,1,六川ビル,5,3001,11,0,1,8,0,2,0,9.09,72.73,0,18.18,47.15,235.75,0,0,23.58,23.58,0,0,117.88,14.73,94.3,47.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7478992,35.6994958,0
13101,千代田区,飯田橋,１丁目,10,6,,0,1001,3,0,3,0,0,0,0,100,0,0,0,95.22,190.44,0,0,190.44,63.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7476894,35.6994939,0
13101,千代田区,飯田橋,１丁目,10,5,ニュー飯田橋ビル,5,3004,15,0,0,14,0,1,0,0,93.33,0,6.67,44.95,224.75,0,0,0,0,0,0,179.8,12.84,44.95,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7476217,35.6994486,0
13101,千代田区,飯田橋,１丁目,10,5,東ビル,5,3001,6,0,0,3,0,3,0,0,50,0,50,67.59,337.95,0,0,0,0,0,0,135.18,45.06,202.77,67.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,139.7475803,35.6993914,0
13101,千代田区,飯田橋,１丁目,10,7,ヤマモトフォートスタジオ,3,1008,2,0,1,1,0,0,0,50,50,0,0,25.78,77.34,0,0,51.56,51.56,0,0,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7478139,35.6996308,0
13101,千代田区,飯田橋,１丁目,11,4,,0,1001,1,0,1,0,0,0,0,100,0,0,0,13.65,27.3,0,0,27.3,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479567,35.6993519,1
13101,千代田区,飯田橋,１丁目,11,2,飯田橋ＭＴビル,6,3004,9,0,0,8,0,1,0,0,88.89,0,11.11,69.69,418.14,0,0,0,0,0,0,348.45,43.56,69.69,69.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480717,35.6992519,0
13101,千代田区,飯田橋,１丁目,11,6,,0,1001,1,0,1,0,0,0,0,100,0,0,0,40.63,81.26,0,0,81.26,81.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480247,35.6993764,0
13101,千代田区,飯田橋,１丁目,11,3,,0,1001,1,0,1,0,0,0,0,100,0,0,0,33.98,67.96,0,0,67.96,67.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480075,35.6992739,1
13101,千代田区,飯田橋,１丁目,11,5,,0,1001,1,0,1,0,0,0,0,100,0,0,0,14.18,28.36,0,0,28.36,28.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479781,35.6993886,0
13101,千代田区,飯田橋,１丁目,11,3,矢澤ビル,4,3001,5,0,2,2,0,1,0,40,40,0,20,31.6,126.4,0,0,47.4,23.7,0,0,47.4,23.7,31.6,31.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479356,35.6992969,0
13101,千代田区,飯田橋,１丁目,11,1,八千代ビル,5,3001,7,0,3,2,0,2,0,42.86,28.57,0,28.57,136.97,684.85,0,0,342.43,114.14,0,0,136.97,68.49,205.46,102.73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7482006,35.6992328,0
13101,千代田区,飯田橋,１丁目,11,6,（有）大道社,0,2027,1,0,0,1,0,0,0,0,100,0,0,14.48,28.96,0,0,0,0,0,0,28.96,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480122,35.6994175,0
13101,千代田区,飯田橋,１丁目,11,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,18.55,37.1,0,0,37.1,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7481192,35.6993142,0
13101,千代田区,飯田橋,１丁目,11,6,２×３スリーレッグ,3,2001,1,0,0,1,0,0,0,0,100,0,0,21.11,63.33,0,0,0,0,0,0,63.33,63.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7479908,35.6994367,0
13101,千代田区,飯田橋,１丁目,11,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,33.28,66.56,0,0,66.56,66.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.748075,35.6993278,0
13101,千代田区,飯田橋,１丁目,11,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,32.05,64.1,0,0,64.1,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7480489,35.6993494,0
13101,千代田区,飯田橋,１丁目,12,15,福岡第４ビル,5,3003,6,0,1,3,0,2,0,16.67,50,0,33.33,131.27,787.62,0,0,131.27,131.27,0,0,393.81,131.27,262.54,131.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7492017,35.6981469,0
